name;female;birthdate;birthplace;link
Tom Hanks;False;9/7/1956;['Concord, California', ', U.S.'];https://en.wikipedia.org/wiki/Tom_Hanks
Jai Courtney;False;15/3/1986;['Sydney', ', ', 'New South Wales', ', Australia'];https://en.wikipedia.org/wiki/Jai_Courtney
Leonardo DiCaprio;False;11/11/1974;['Los Angeles, California', ', U.S.'];https://en.wikipedia.org/wiki/Leonardo_DiCaprio
Jennifer Jason Leigh;True;5/2/1962;['Los Angeles', ', ', 'California', ', U.S.'];https://en.wikipedia.org/wiki/Jennifer_Jason_Leigh
Abbey Lee;True;12/6/1987;['Melbourne', ', ', 'Victoria', ', ', 'Australia'];https://en.wikipedia.org/wiki/Abbey_Lee
Sean Bridgers;False;15/3/1968;['Chapel Hill, North Carolina', ', U.S.'];https://en.wikipedia.org/wiki/Sean_Bridgers
Cara Delevingne;True;12/8/1992;['Hammersmith', ', London, England'];https://en.wikipedia.org/wiki/Cara_Delevingne
Amber Heard;True;22/4/1986;['Austin, Texas', ', U.S.'];https://en.wikipedia.org/wiki/Amber_Heard
Zoë Kravitz;True;1/12/1988;['Los Angeles, California', ', U.S.'];https://en.wikipedia.org/wiki/Zo%C3%AB_Kravitz
Amy Winehouse;True;14/9/1983;['Southgate, London', ', England'];https://en.wikipedia.org/wiki/Amy_Winehouse
Joan Allen;True;20/8/1956;['Rochelle, Illinois', ', U.S.'];https://en.wikipedia.org/wiki/Joan_Allen
Sebastian Koch;False;31/5/1962;['Karlsruhe', ', ', 'Baden-Württemberg', ', ', 'West Germany'];https://en.wikipedia.org/wiki/Sebastian_Koch
Kurt Russell;False;17/3/1951;['Springfield, Massachusetts', ', U.S.'];https://en.wikipedia.org/wiki/Kurt_Russell
Scott Eastwood;False;21/3/1986;['Monterey, California', ', U.S.'];https://en.wikipedia.org/wiki/Scott_Eastwood
Riley Keough;True;29/5/1989;['Santa Monica, California', ', U.S.'];https://en.wikipedia.org/wiki/Riley_Keough
Samuel L. Jackson;False;21/12/1948;['Washington, D.C.', ', U.S.'];https://en.wikipedia.org/wiki/Samuel_L._Jackson
Sonoya Mizuno;True;1/7/1986;['Tokyo', ', Japan'];https://en.wikipedia.org/wiki/Sonoya_Mizuno
Demián Bichir;False;1/8/1963;['Torreón', ', ', 'Coahuila', ', ', 'Mexico'];https://en.wikipedia.org/wiki/Demi%C3%A1n_Bichir
William H. Macy;False;13/3/1950;['Miami', ', ', 'Florida', ', U.S.', '[1]', '[2]'];https://en.wikipedia.org/wiki/William_H._Macy
Michael Madsen;False;25/9/1957;['Chicago', ', ', 'Illinois', ', U.S.'];https://en.wikipedia.org/wiki/Michael_Madsen
Phyllis Smith;True;10/7/1951;['St. Louis', ', Missouri, U.S.'];https://en.wikipedia.org/wiki/Phyllis_Smith
James Parks (actor);False;16/11/1968;['Ojai, California', ', U.S.'];https://en.wikipedia.org/wiki/James_Parks_(actor)
Bill Hader;False;7/6/1978;['Tulsa, Oklahoma', ', U.S.'];https://en.wikipedia.org/wiki/Bill_Hader
Chloe Pirrie;True;25/8/1987;['Edinburgh', ', ', 'Scotland'];https://en.wikipedia.org/wiki/Chloe_Pirrie
Matthew Needham;False;13/4/1984;['Kingston upon Thames', ', Greater London, England'];https://en.wikipedia.org/wiki/Matthew_Needham
Richard Kind;False;22/11/1956;['Trenton, New Jersey', ', U.S.'];https://en.wikipedia.org/wiki/Richard_Kind
Bruce Dern;False;4/6/1936;['Chicago', ', ', 'Illinois', ', U.S.'];https://en.wikipedia.org/wiki/Bruce_Dern
Amy Poehler;True;16/9/1971;['Newton, Massachusetts', ', U.S.'];https://en.wikipedia.org/wiki/Amy_Poehler
Mindy Kaling;True;24/6/1979;['Cambridge, Massachusetts', ', U.S.'];https://en.wikipedia.org/wiki/Mindy_Kaling
Channing Tatum;False;26/4/1980;['Cullman, Alabama', ', U.S.'];https://en.wikipedia.org/wiki/Channing_Tatum
Lewis Black;False;30/8/1948;[];https://en.wikipedia.org/wiki/Lewis_Black
Corey Johnson (actor);False;17/5/1961;['New Orleans', ', ', 'Louisiana', ', U.S.'];https://en.wikipedia.org/wiki/Corey_Johnson_(actor)
Diane Lane;True;22/1/1965;['New York City', ', U.S.'];https://en.wikipedia.org/wiki/Diane_Lane
Levente Molnár;False;10/3/1976;[];https://en.wikipedia.org/wiki/Levente_Moln%C3%A1r
Kyle MacLachlan;False;22/2/1959;['Yakima, Washington', ', U.S.'];https://en.wikipedia.org/wiki/Kyle_MacLachlan
Géza Röhrig;False;;['Budapest', ', ', 'Hungary'];https://en.wikipedia.org/wiki/G%C3%A9za_R%C3%B6hrig
Urs Rechn;False;18/1/1978;['Halle an der Saale', ', Germany'];https://en.wikipedia.org/wiki/Urs_Rechn
F. Murray Abraham;False;24/10/1939;['Pittsburgh', ', ', 'Pennsylvania', ', U.S.'];https://en.wikipedia.org/wiki/F._Murray_Abraham
Gana Bayarsaikhan;True;;['Ulaanbaatar', ', Mongolia'];https://en.wikipedia.org/wiki/Gana_Bayarsaikhan
Monica Bellucci;True;30/9/1964;['Città di Castello', ', ', 'Umbria', ', Italy'];https://en.wikipedia.org/wiki/Monica_Bellucci
Mathieu Amalric;False;25/10/1965;['Neuilly-sur-Seine', ', ', 'Hauts-de-Seine', ', France'];https://en.wikipedia.org/wiki/Mathieu_Amalric
Adrien Brody;False;14/4/1973;['Queens', ', New York, U.S.'];https://en.wikipedia.org/wiki/Adrien_Brody
Tim Roth;False;14/5/1961;['Dulwich', ', London, England'];https://en.wikipedia.org/wiki/Tim_Roth
Sienna Miller;True;28/12/1981;['New York City', ', ', 'New York', ', U.S.'];https://en.wikipedia.org/wiki/Sienna_Miller
Jeff Goldblum;False;22/10/1952;['West Homestead, Pennsylvania', ', U.S.'];https://en.wikipedia.org/wiki/Jeff_Goldblum
Charlie Cox;False;15/12/1982;['London, England'];https://en.wikipedia.org/wiki/Charlie_Cox
Willem Dafoe;False;22/7/1955;['Appleton, Wisconsin', ', U.S.'];https://en.wikipedia.org/wiki/Willem_Dafoe
Anne Hathaway;True;12/11/1982;['Brooklyn', ', New York City, U.S.'];https://en.wikipedia.org/wiki/Anne_Hathaway
Matthew McConaughey;False;4/11/1969;['Uvalde, Texas', ', U.S.'];https://en.wikipedia.org/wiki/Matthew_McConaughey
Felicity Jones;True;17/10/1983;['Birmingham', ', England'];https://en.wikipedia.org/wiki/Felicity_Jones
Jamie Chung;True;10/4/1983;['San Francisco', ', ', 'California', ', U.S.'];https://en.wikipedia.org/wiki/Jamie_Chung
Katie Lowes;True;22/9/1982;['Queens', ', ', 'New York', ', U.S.'];https://en.wikipedia.org/wiki/Katie_Lowes
Matthew Beard (English actor);False;;['London', ', England'];https://en.wikipedia.org/wiki/Matthew_Beard_(English_actor)
T.J. Miller;False;4/6/1981;['Denver', ', ', 'Colorado', ', U.S.'];https://en.wikipedia.org/wiki/T.J._Miller
Cuba Gooding Jr.;False;2/1/1968;['New York', ', ', 'New York', ', ', 'U.S.'];https://en.wikipedia.org/wiki/Cuba_Gooding_Jr.
Kristen Stewart;True;9/4/1990;['Los Angeles, California', ', U.S.'];https://en.wikipedia.org/wiki/Kristen_Stewart
Alec Baldwin;False;3/4/1958;['Amityville, New York', ', U.S.'];https://en.wikipedia.org/wiki/Alec_Baldwin
Allen Leech;False;18/5/1981;['Killiney', ', ', 'County Dublin', ', Ireland'];https://en.wikipedia.org/wiki/Allen_Leech
Alessandro Nivola;False;28/6/1972;['Boston', ', ', 'Massachusetts', ', U.S.'];https://en.wikipedia.org/wiki/Alessandro_Nivola
Ewen MacAskill;False;;[];https://en.wikipedia.org/wiki/Ewen_MacAskill
Jason Schwartzman;False;26/6/1980;['Los Angeles, California', ', U.S.'];https://en.wikipedia.org/wiki/Jason_Schwartzman
Julianne Moore;True;3/12/1960;['Fort Bragg', ', ', 'North Carolina', ', U.S.'];https://en.wikipedia.org/wiki/Julianne_Moore
Zach Galifianakis;False;1/10/1969;['Wilkesboro, North Carolina', ', U.S.'];https://en.wikipedia.org/wiki/Zach_Galifianakis
Daniel Henney;False;28/11/1979;['Carson City, Michigan', ', U.S.'];https://en.wikipedia.org/wiki/Daniel_Henney
Genesis Rodriguez;True;29/7/1987;['Miami', ', Florida, U.S.'];https://en.wikipedia.org/wiki/Genesis_Rodriguez
Hunter Parrish;False;13/5/1987;['Richmond, Virginia', ', U.S.'];https://en.wikipedia.org/wiki/Hunter_Parrish
Damon Wayans Jr.;False;18/11/1982;['Huntington, Vermont', ', U.S.'];https://en.wikipedia.org/wiki/Damon_Wayans_Jr.
Kate Bosworth;True;2/1/1983;['Los Angeles', ', ', 'California', ', U.S.'];https://en.wikipedia.org/wiki/Kate_Bosworth
James Cromwell;False;27/1/1940;['Los Angeles', ', ', 'California', ', U.S.'];https://en.wikipedia.org/wiki/James_Cromwell
Maya Rudolph;True;27/7/1972;['Gainesville, Florida', ', U.S.'];https://en.wikipedia.org/wiki/Maya_Rudolph
Tony Revolori;False;28/4/1996;['Anaheim, California', ', U.S.'];https://en.wikipedia.org/wiki/Tony_Revolori
Owen Wilson;False;18/11/1968;['Dallas', ', ', 'Texas', ', U.S.'];https://en.wikipedia.org/wiki/Owen_Wilson
Naomi Watts;True;28/9/1968;['Shoreham, Kent', ', England'];https://en.wikipedia.org/wiki/Naomi_Watts
Alan Tudyk;False;;['El Paso, Texas', ', U.S.'];https://en.wikipedia.org/wiki/Alan_Tudyk
Rooney Mara;True;17/4/1985;['Bedford, New York', ', U.S.'];https://en.wikipedia.org/wiki/Rooney_Mara
Tilda Swinton;True;5/11/1960;['London, England'];https://en.wikipedia.org/wiki/Tilda_Swinton
Andrea Riseborough;True;20/11/1981;['Wallsend', ', ', 'Tyne and Wear', ', England'];https://en.wikipedia.org/wiki/Andrea_Riseborough
Tobey Maguire;False;27/6/1975;['Santa Monica, California', ', U.S.'];https://en.wikipedia.org/wiki/Tobey_Maguire
Giovanni Ribisi;False;17/12/1974;['Los Angeles', ', ', 'California', ', U.S.'];https://en.wikipedia.org/wiki/Giovanni_Ribisi
Olivia Wilde;True;10/3/1984;['New York City, U.S.'];https://en.wikipedia.org/wiki/Olivia_Wilde
Jacob Appelbaum;False;1/4/1983;[];https://en.wikipedia.org/wiki/Jacob_Appelbaum
Ryan Potter;False;12/9/1995;['Portland', ', ', 'Oregon', ', U.S.'];https://en.wikipedia.org/wiki/Ryan_Potter
Joel Edgerton;False;23/6/1974;['Blacktown', ', ', 'New South Wales', ', Australia'];https://en.wikipedia.org/wiki/Joel_Edgerton
Scott Adsit;False;26/11/1965;['Northbrook, Illinois', ', U.S.'];https://en.wikipedia.org/wiki/Scott_Adsit
Alice Herz-Sommer;True;26/11/1903;[];https://en.wikipedia.org/wiki/Alice_Herz-Sommer
Isla Fisher;True;3/2/1976;['Muscat', ', ', 'Oman'];https://en.wikipedia.org/wiki/Isla_Fisher
Casper Crump;False;11/7/1977;['Copenhagen', ', Denmark'];https://en.wikipedia.org/wiki/Casper_Crump
Peter Sarsgaard;False;7/3/1971;['St. Clair County, Illinois', ', U.S.'];https://en.wikipedia.org/wiki/Peter_Sarsgaard
Carlo Verdone;False;17/11/1950;['Rome', ', Italy'];https://en.wikipedia.org/wiki/Carlo_Verdone
Cate Blanchett;True;14/5/1969;['Melbourne', ', Victoria, Australia'];https://en.wikipedia.org/wiki/Cate_Blanchett
Toni Servillo;False;;['Afragola', ', ', 'Campania', ', Italy'];https://en.wikipedia.org/wiki/Toni_Servillo
Jack Thompson (actor);False;31/8/1940;['Manly, New South Wales', ', Australia'];https://en.wikipedia.org/wiki/Jack_Thompson_(actor)
Sabrina Ferilli;True;28/6/1964;['Rome', ', Italy'];https://en.wikipedia.org/wiki/Sabrina_Ferilli
Merry Clayton;True;25/12/1948;[];https://en.wikipedia.org/wiki/Merry_Clayton
Judith Hill;True;6/5/1984;[];https://en.wikipedia.org/wiki/Judith_Hill
Lisa Fischer;True;1/12/1958;[];https://en.wikipedia.org/wiki/Lisa_Fischer
Louis C.K.;False;12/9/1967;[];https://en.wikipedia.org/wiki/Louis_C.K.
Alan Arkin;False;26/3/1934;['New York City', ', U.S.'];https://en.wikipedia.org/wiki/Alan_Arkin
Amitabh Bachchan;False;11/10/1942;['Allahabad', ', ', 'United Provinces', ', ', 'British India', ' (present-day ', 'Prayagraj', ', ', 'Uttar Pradesh', ', ', 'India', ')'];https://en.wikipedia.org/wiki/Amitabh_Bachchan
Jacki Weaver;True;25/5/1947;['Sydney', ', ', 'New South Wales', ', Australia'];https://en.wikipedia.org/wiki/Jacki_Weaver
Kerry Washington;True;31/1/1977;['New York City', ', U.S.'];https://en.wikipedia.org/wiki/Kerry_Washington
Hal Holbrook;False;17/2/1925;['Cleveland', ', ', 'Ohio'];https://en.wikipedia.org/wiki/Hal_Holbrook
Tommy Lee Jones;False;15/9/1946;['San Saba, Texas', ', U.S.'];https://en.wikipedia.org/wiki/Tommy_Lee_Jones
Sacha Baron Cohen;False;13/10/1971;['London', ', England'];https://en.wikipedia.org/wiki/Sacha_Baron_Cohen
Helena Bonham Carter;True;26/5/1966;['London', ', England'];https://en.wikipedia.org/wiki/Helena_Bonham_Carter
James Spader;False;7/2/1960;['Boston', ', ', 'Massachusetts', ', U.S.'];https://en.wikipedia.org/wiki/James_Spader
Santino Fontana;False;21/3/1982;['Stockton, California', ', U.S.', '[1]'];https://en.wikipedia.org/wiki/Santino_Fontana
Gérard Depardieu;False;27/12/1948;['Châteauroux', ', France'];https://en.wikipedia.org/wiki/G%C3%A9rard_Depardieu
Joseph Gordon-Levitt;False;17/2/1981;['Los Angeles, California', ', U.S.'];https://en.wikipedia.org/wiki/Joseph_Gordon-Levitt
Jennifer Lawrence;True;15/8/1990;['Indian Hills, Kentucky', ', U.S.'];https://en.wikipedia.org/wiki/Jennifer_Lawrence
Bradley Cooper;False;5/1/1975;['Abington Township, Pennsylvania', ', U.S.', '[1]'];https://en.wikipedia.org/wiki/Bradley_Cooper
Samantha Barks;True;2/10/1990;['Laxey', ', ', 'Isle of Man'];https://en.wikipedia.org/wiki/Samantha_Barks
Dennis Christopher;False;2/12/1955;['Philadelphia', ', ', 'Pennsylvania', ', U.S.'];https://en.wikipedia.org/wiki/Dennis_Christopher
Chris Tucker;False;31/8/1971;['Atlanta', ', Georgia, U.S.'];https://en.wikipedia.org/wiki/Chris_Tucker
Aaron Taylor-Johnson;False;13/6/1990;['High Wycombe', ', ', 'Buckinghamshire', ', England'];https://en.wikipedia.org/wiki/Aaron_Taylor-Johnson
Isabelle Allen;True;16/3/2002;['Salisbury', ', ', 'Wiltshire', ', England'];https://en.wikipedia.org/wiki/Isabelle_Allen
Albert Finney;False;9/5/1936;['Salford', ', ', 'Lancashire', ', England'];https://en.wikipedia.org/wiki/Albert_Finney
Penelope Ann Miller;True;13/1/1964;['Los Angeles', ', ', 'California', ', U.S.'];https://en.wikipedia.org/wiki/Penelope_Ann_Miller
Ruth Wilson;True;13/1/1982;['Ashford', ', England'];https://en.wikipedia.org/wiki/Ruth_Wilson
Bérénice Bejo;True;7/7/1976;['Buenos Aires', ', ', 'Argentina'];https://en.wikipedia.org/wiki/B%C3%A9r%C3%A9nice_Bejo
Jean Dujardin;False;19/6/1972;['Paris', ', ', 'France'];https://en.wikipedia.org/wiki/Jean_Dujardin
Kim Allen (actress);True;22/2/1982;['Springfield, Massachusetts'];https://en.wikipedia.org/wiki/Kim_Allen_(actress)
James Gandolfini;False;18/9/1961;['Westwood, New Jersey', ', U.S.'];https://en.wikipedia.org/wiki/James_Gandolfini
Don Johnson;False;15/12/1949;['Flat Creek, Missouri', ', U.S.'];https://en.wikipedia.org/wiki/Don_Johnson
Édgar Ramírez;False;25/3/1977;['San Cristóbal, Táchira', ', Venezuela', '[1]'];https://en.wikipedia.org/wiki/%C3%89dgar_Ram%C3%ADrez
Colm Wilkinson;False;5/6/1944;[];https://en.wikipedia.org/wiki/Colm_Wilkinson
Fátima Ptacek;True;20/8/2000;['New York City', ', ', 'New York', ', U.S.'];https://en.wikipedia.org/wiki/F%C3%A1tima_Ptacek
Daniel Huttlestone;False;17/9/1999;['Havering', ', ', 'Greater London', ', England'];https://en.wikipedia.org/wiki/Daniel_Huttlestone
Missi Pyle;True;;['Houston', ', ', 'Texas', ', U.S.'];https://en.wikipedia.org/wiki/Missi_Pyle
Jim Broadbent;False;24/5/1949;['Holton cum Beckering', ', ', 'Lincolnshire', ', England'];https://en.wikipedia.org/wiki/Jim_Broadbent
Sixto Rodriguez;False;10/7/1942;[];https://en.wikipedia.org/wiki/Sixto_Rodriguez
Michael Parks;False;24/4/1940;['Corona, California', ', U.S.'];https://en.wikipedia.org/wiki/Michael_Parks
Beth Grant;True;18/9/1949;['Gadsden, Alabama', ', U.S.'];https://en.wikipedia.org/wiki/Beth_Grant
Roger Allam;False;26/10/1953;['Bow, London', ', England'];https://en.wikipedia.org/wiki/Roger_Allam
Shailene Woodley;True;15/11/1991;['San Bernardino', ', ', 'California', ', ', 'U.S.'];https://en.wikipedia.org/wiki/Shailene_Woodley
Beau Bridges;False;9/12/1941;['Los Angeles', ', ', 'California', ', U.S.'];https://en.wikipedia.org/wiki/Beau_Bridges
Ed Lauter;False;30/10/1938;['Long Beach, New York', ', U.S.'];https://en.wikipedia.org/wiki/Ed_Lauter
Joel Murray;False;17/4/1963;['Wilmette, Illinois', ', U.S.'];https://en.wikipedia.org/wiki/Joel_Murray
Ken Davitian;False;19/6/1953;['Los Angeles, California', ', U.S.'];https://en.wikipedia.org/wiki/Ken_Davitian
Nick Dunning;False;;['London', ', England'];https://en.wikipedia.org/wiki/Nick_Dunning
Susan Brown (English actress);True;6/5/1946;['Bristol', ', England'];https://en.wikipedia.org/wiki/Susan_Brown_(English_actress)
Payman Maadi;False;30/6/1970;['New York City', ', United States'];https://en.wikipedia.org/wiki/Peyman_Moaadi
Nicholas Farrell;False;;['Brentwood', ', ', 'Essex', ', England'];https://en.wikipedia.org/wiki/Nicholas_Farrell
Judy Greer;True;20/7/1975;['Detroit', ', ', 'Michigan', ', U.S.'];https://en.wikipedia.org/wiki/Judy_Greer
Babak Karimi;False;22/3/1960;['Prague, Czech Republic'];https://en.wikipedia.org/wiki/Babak_Karimi
Iain Glen;False;24/6/1961;['Edinburgh', ', Scotland'];https://en.wikipedia.org/wiki/Iain_Glen
Carla Bruni;True;23/12/1967;[];https://en.wikipedia.org/wiki/Carla_Bruni
Conleth Hill;False;24/11/1964;['Ballycastle', ', ', 'County Antrim', ', Northern Ireland'];https://en.wikipedia.org/wiki/Conleth_Hill
Kimiya Hosseini;True;29/7/2003;['Tehran, Iran'];https://en.wikipedia.org/wiki/Kimiya_Hosseini
Kathy Bates;True;28/6/1948;['Memphis, Tennessee', ', U.S.'];https://en.wikipedia.org/wiki/Kathy_Bates
Richard E. Grant;False;5/5/1957;['Mbabane', ', Swaziland'];https://en.wikipedia.org/wiki/Richard_E._Grant
Sareh Bayat;True;6/10/1979;['Mashhad'];https://en.wikipedia.org/wiki/Sareh_Bayat
Anthony Head;False;20/2/1954;['Camden Town', ', London, England', '[1]'];https://en.wikipedia.org/wiki/Anthony_Head
Sarina Farhadi;True;27/4/1998;['Isfahan', ', ', 'Iran'];https://en.wikipedia.org/wiki/Sarina_Farhadi
Maggie Cronin;True;;[];https://en.wikipedia.org/wiki/Maggie_Cronin
Harry Lloyd;False;17/11/1983;['London', ', England'];https://en.wikipedia.org/wiki/Harry_Lloyd
Marion Cotillard;True;30/9/1975;['Paris', ', France'];https://en.wikipedia.org/wiki/Marion_Cotillard
Merila Zarei;True;14/4/1974;['Tehran', ', ', 'Iran'];https://en.wikipedia.org/wiki/Merila_Zarei
Michael Maloney;False;19/6/1957;['Bury St. Edmunds', ', ', 'Suffolk', ', ', 'England', ', ', 'UK'];https://en.wikipedia.org/wiki/Michael_Maloney
Rashida Jones;True;25/2/1976;['Los Angeles, California', ', U.S.'];https://en.wikipedia.org/wiki/Rashida_Jones
Ewan McGregor;False;31/3/1971;['Perth', ', ', 'Perth and Kinross', ', ', 'Scotland'];https://en.wikipedia.org/wiki/Ewan_McGregor
Michael Pennington;False;7/6/1943;['Cambridge', ', England, U.K.'];https://en.wikipedia.org/wiki/Michael_Pennington
Michael Sheen;False;5/2/1969;['Newport', ', ', 'Monmouthshire', ', Wales'];https://en.wikipedia.org/wiki/Michael_Sheen
Alexandra Roach;True;20/8/1987;['Ammanford', ', ', 'Carmarthenshire', ', Wales'];https://en.wikipedia.org/wiki/Alexandra_Roach
Joely Richardson;True;9/1/1965;['Marylebone', ', ', 'London', ', England'];https://en.wikipedia.org/wiki/Joely_Richardson
Eric Jacobson;False;;['Fort Worth', ', ', 'Texas', ', U.S.'];https://en.wikipedia.org/wiki/Eric_Jacobson
Amanda Root;True;;['Chelmsford', ', ', 'Essex', ', England'];https://en.wikipedia.org/wiki/Amanda_Root
Dave Goelz;False;16/7/1946;['Los Angeles', ', ', 'California', ', U.S.'];https://en.wikipedia.org/wiki/Dave_Goelz
Alfred Molina;False;24/5/1953;['Paddington', ', ', 'London', ', England'];https://en.wikipedia.org/wiki/Alfred_Molina
Pip Torrens;False;2/6/1960;['Bromley', ', ', 'Kent', ', England'];https://en.wikipedia.org/wiki/Pip_Torrens
Julian Wadham;False;7/8/1958;['Ware', ', ', 'Hertfordshire', ', England'];https://en.wikipedia.org/wiki/Julian_Wadham
Geoffrey Rush;False;6/7/1951;['Toowoomba', ', ', 'Queensland', ', Australia'];https://en.wikipedia.org/wiki/Geoffrey_Rush
Harry Dean Stanton;False;14/7/1926;['West Irvine, Kentucky', ', U.S.'];https://en.wikipedia.org/wiki/Harry_Dean_Stanton
David Rudman;False;1/6/1963;['Chicago', ', ', 'Illinois', ', U.S.'];https://en.wikipedia.org/wiki/David_Rudman
Tim Allen;False;13/6/1953;['Denver, Colorado', ', U.S.'];https://en.wikipedia.org/wiki/Tim_Allen
Max Minghella;False;16/9/1985;['Hampstead', ', ', 'London', ', England'];https://en.wikipedia.org/wiki/Max_Minghella
Trine Dyrholm;True;15/4/1972;['Odense', ', Denmark'];https://en.wikipedia.org/wiki/Trine_Dyrholm
Mikael Persbrandt;False;25/9/1963;['Järfälla', ', ', 'Stockholm', ', Sweden'];https://en.wikipedia.org/wiki/Mikael_Persbrandt
Vincent Cassel;False;23/11/1966;['Paris', ', France'];https://en.wikipedia.org/wiki/Vincent_Cassel
Mila Kunis;True;14/8/1983;['Chernivtsi', ', ', 'Ukrainian SSR', ', ', 'Soviet Union', '(now ', 'Ukraine', ')'];https://en.wikipedia.org/wiki/Mila_Kunis
Natalie Portman;True;9/6/1981;['Jerusalem'];https://en.wikipedia.org/wiki/Natalie_Portman
Angus Wright (actor);False;11/11/1964;['Washington, D.C.', ', U.S.'];https://en.wikipedia.org/wiki/Angus_Wright_(actor)
Derek Jacobi;False;22/10/1938;['Leytonstone', ', ', 'Essex', ', England'];https://en.wikipedia.org/wiki/Derek_Jacobi
Peter Linz;False;28/6/1967;['Decatur, Georgia', ', U.S.'];https://en.wikipedia.org/wiki/Peter_Linz
Timothy Olyphant;False;20/5/1968;['Honolulu', ', ', 'Hawaii', ', U.S.'];https://en.wikipedia.org/wiki/Timothy_Olyphant
David Westhead;False;1/6/1963;['Ely', ', ', 'Cambridgeshire', ', ', 'England', ', ', 'UK'];https://en.wikipedia.org/wiki/David_Westhead
Don Rickles;False;8/5/1926;[];https://en.wikipedia.org/wiki/Don_Rickles
